price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
789.99,ASUS,ROG STRIX,ROG-STRIX-RTX2080S-A8G-GAMING,PCI Express 3.0,NVIDIA,None,GeForce RTX 2080 SUPER,OC mode: 1680 MHzGaming mode: 1650 MHz,OC mode: 1860 MHzGaming mode: 1830 MHz,3072,15500 MHz,8GB,256-Bit,GDDR6,None,OpenGL 4.6,2 x HDMI 2.0b,4,2 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,SLI Ready,Yes,Triple Fans,None,Recommended PSU: 650W,2 x 8-Pin,2.2,RT Cores: Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows  reflections  refractions  and global illumination.Concurrent Floating Point and Integer Processing: Turing GPUs more efficiently process the compute heavy workloads of modern games.Ultra-fast GDDR6: Experience up to 496 GB/s of memory bandwidth for high-speed  high-resolution gaming.Axial-tech fan design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.0dB Technology lets you enjoy light gaming in relative silence.2.7-slot Design expands cooling surface area to make the most of the three powerful Axial-tech fans.Auto-Extreme Technology uses automation to enhance reliability.A reinforced frame prevents excessive torsion and lateral bending of the PCB.GPU Tweak II provides intuitive performance tweaking  thermal controls  and system monitoring.Aura Sync compatibility lets you customize and sync lighting effects with other compatible hardware.,300 mm,11.80" x 5.10",2.7 Slots,Accessories:1 x Quick Guide1 x ROG Velcro Hook & Loop,July 19  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
209.99,ZOTAC,None,ZT-P10620A-10M,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060,1506 MHz,1708 MHz,1280,8 GHz,6GB,192-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,No,Yes,Double Fans,120W,Recommended Power Supply: 500W,8-Pin,Yes,IceStormSimultaneous Multi-Projection4K / VR ReadyNVIDIA AnselNVIDIA G-SyncNVIDIA GameStreamSuper Compact,211 mm,8.31" x 4.92",Dual Slot,ZOTAC GeForce GTX 1060 6GB GDDR5X1 x Dual 6-pin to 8-pin power cableUser Manual,December 07  2018,Windows 10 / 7 64-bit,1 x DL-DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
779.99,EVGA,None,08G-P4-3287-KR,PCI Express 3.0,NVIDIA,None,GeForce RTX 2080 SUPER,None,1845 MHz,3072,15500 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C VirtualLink,7680 x 4320,2-Way SLI,Yes,Triple Fans,250W,Minimum of a 650-Watt power supplyTwo available 8-pin or 6+2-pin PCIe power dongles,2 x 8-Pin,2.2,NVIDIA AnselAdjustable RGB LEDAll-Metal Backplate  Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1Designed for USB Type-C and VirtualLinkEVGA iCX2 Technology,302 mm,11.89" x 5.48",2.75 Slots,None,July 18  2019,Windows 10 (64-bit)  Windows 7 (64-bit),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
559.99,EVGA,None,08G-P4-3277-KR,PCI Express 3.0,NVIDIA,None,GeForce RTX 2070 SUPER,None,1815 MHz,2560,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x Type-C VirtualLink,7680 x 4320,2-Way SLI,Yes,Triple Fans,215W,650-Watt or greater power supplyPCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot,Two available 8-pin or 6+2-pin PCIe power dongles,2.2,NVIDIA AnselAdjustable RGB LEDAll-Metal Backplate  Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1Designed for USB Type-C and VirtualLinkEVGA iCX2 Technology,302 mm,11.89" x 5.39",2.75 Slot,None,June 28  2019,Windows 10 64-bit  Windows 7 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
299.99,EVGA,None,06G-P4-1667-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,None,1845 MHz,1536,12000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,130W,Minimum of a 500-Watt power supplyOne available 8-pin PCIe power dongle,8-Pin,2.2,NVIDIA AnselAll-Metal Backplate  Pre-InstalledNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1,202 mm,7.96" x 4.38",Dual Slot,None,May 20  2019,Windows 10 64-bitWindows 7 64-bit,1 x Dual-Link DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
389.99,MSI,None,RTX 2060 GAMING Z 6G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,1830 MHz,1920,14 Gbps,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,190W,Recommended PSU: 500W,8-Pin,2.2,Twin Frozr 7 Thermal Design:TORX Fan 3.0- Dispersion fan blade: Steep curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation  keeping your temperatures low and performance high.Zero Frozr technology: Stopping the fan in low-load situations  keeping a noise-free environment.RGB Mystic Light:Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.Dragon Center:1 click to optimize all you need for smooth gaming.,247 mm,9.72" x 5.08",None,None,January 04  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1249.99,MSI,None,RTX 2080 TI GAMING X TRIO,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,1350 MHz,1755 MHz,4352,14 Gbps,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,NVIDIA NVLINK (SLI-Ready)  2-way,Yes,Triple Fans,300W,Recommended PSU: 650W,2 x 8-pin  1 x 6-pin,2.2,TORX FAN 3.0: Supremely silent- Dispersion fan blade: Steeper curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.- Double ball bearing: Strong and lasting core for years of smooth gaming.Dragon Center- 1 click to optimize all you need for smooth gaming.,327 mm,12.87" x 5.51",None,Accessories:1 x 6-pin to 8-pin power cable1 x Graphics Card Support Bracket,August 20  2018,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
729.99,EVGA,None,08G-P4-3182-KR,PCI Express 3.0,NVIDIA,None,GeForce RTX 2080 SUPER,None,1830 MHz,3072,15500 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C VirtualLink,7680 x 4320,2-Way SLI,Yes,Double Fans,250W,Minimum of a 650-Watt power supply,An available 6-pin PCIe power connector and an available 8-pin PCIe power connector,2.2,NVIDIA AnselAdjustable RGB LEDAll-Metal Backplate  Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1Designed for USB Type-C and VirtualLink,270 mm,10.62" x 4.38",Dual Slot,None,July 18  2019,Windows 10 (64-bit)  Windows 7 (64-bit),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
304.99,ASUS,ROG Strix,ROG-STRIX-GTX1660TI-A6G-GAMING,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,OC Mode: 1530 MHzGaming Mode (Default): 1500 MHz,OC Mode: 1830 MHzGaming Mode (Default): 1800 MHz,1536,12002 MHz,6GB,192-Bit,GDDR6,None,OpenGL 4.6,2 x HDMI 2.0b,4,2 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Triple Fans,120W,Recommended PSU: 450W,8-Pin,2.2,The GeForce GTX 1660 Ti is built with the breakthrough graphics performance of the award-winning NVIDIA Turing architecture. With performance that rivals the GeForce GTX 1070  it's a blazing-fast supercharger for today's most popular games.Broadcast your gameplay: Get amazing performance and image quality while livestreaming to Twitch or YouTube. The GTX 1660 Ti's dedicated hardware encoder delivers 15% improved efficiency over prior generation graphics cards and is optimized for Open Broadcaster Software (OBS).GeForce Experience: Capture and share videos  screenshots  and livestreams with friends. Keep your drivers up to date and optimize your game settings. GeForce Experience lets you do it all  making it the essential companion to your GeForce graphics card.Axial-tech Fan Design brings larger blades and a unique barrier ring to increase air pressure.Auto-Extreme Technology uses automation to enhance reliability.MaxContact Technology allows 2X more contact with the GPU chip for improved thermal transfer.ASUS FanConnect II equips 2 hybrid-controlled fan headers for optimal system cooling.GPU Tweak II provides intuitive performance tweaking and thermal controls.,301 mm,11.90" x 5.20",None,Accessories:1 x ROG Velcro Hook & Loop1 x CD1 x Quick Guide,February 09  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
719.99,GIGABYTE,None,GV-N208SGAMING OC-8GC rev. 2.0,PCI Express 3.0 x16,NVIDIA,None,GeForce RTX 2080 SUPER,1845 MHz,None,3072,15500 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C (support VirtualLink),7680 x 4320 @ 60 Hz,2-way NVIDIA NVLINK,Yes,WINDFORCE 3X,None,Recommended PSU: 650W,1 x 6-Pin  1 x 8-Pin,None,Powered by GeForce RTX 2080 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,287 mm,11.28" x 4.51",2.5 Slot,Accessories:Quick guideDriver CD,September 17  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
346.99,EVGA,None,06G-P4-2062-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,1710 MHz,1920,14000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Single Fan,160W,500W or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,8-Pin,2.2,NVIDIA AnselReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1,190 mm,7.48" x 4.38",2.75 Slot,None,February 25  2019,Windows 10 (64-bit)  Windows 7 (64-bit),1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
619.99,EVGA,None,08G-P4-3377-KR,PCI Express 3.0,NVIDIA,None,GeForce RTX 2070 SUPER,None,1815 MHz,2560,15500 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C VirtualLink,7680 x 4320,SLI Ready,Yes,Triple Fans,None,650-Watt or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.Two available 8-pin or 6+2-pin PCIe power dongles.,None,2.2,None,302 mm,11.89" x 5.39",2.75-Slot,None,October 16  2019,Windows 10 (64-bit)  Windows 7 (64-bit),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
279.99,ZOTAC,None,ZT-T16610F-10L,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,None,1770 MHz,1536,12.0 Gbps,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,None,No,None,Double Fans,120W,Recommended Power Supply: 450W,8-Pin,Yes,None,145 mm,5.71" x 4.38",Dual Slot,ZOTAC GAMING GeForce GTX 1660 Ti graphics cardUser Manual,February 11  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
229.99,EVGA,None,06G-P4-1161-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660,None,1785 MHz,1408,8000 MHz,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Single Fan,130W,500-Watt or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,One available 8-pin PCIe power dongle,2.2,Built for EVGA Precision X1Game Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA AnselNVIDIA G-SYNC CompatibleNVIDIA GeForce ExperienceNVIDIA GPU BoostNVIDIA Highlights,190 mm,7.48" x 4.38",2.75 Slots,None,March 04  2019,Windows 10 64-bit  Windows 7 64-bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
189.99,ASUS,None,GTX1050TI-O4G-LP-BRK,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050 Ti,OC Mode: 1328 MHzGaming Mode (Default): 1303 MHz,OC Mode: 1442 MHz Gaming Mode (Default): 1417 MHz,768,7008 MHz,4GB,128-Bit,GDDR5,None,OpenGL 4.5,1 x HDMI 2.0,3,1 x DisplayPort 1.4,None,7680 x 4320,No,None,Double Fans,75W,Recommended PSU: 300W,None,Yes,ASUS GeForce GTX 1050 Ti OC Edition 4GB GDDR5 low profile graphics card for slim system buildsStrong Backplate and Low Profile Design protects the sensitive components on the rear side and a low profile design saves space for slim system builds.Dual fan design provides 2X greater air flow.Easy plug and play gaming with no extra power supply needed.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and the best reliability.GPU Tweak II with XSplit Gamecaster provides intuitive performance tweaking and real-time streaming.NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.NVIDIA GameWorks provides an interactive and cinematic experience  as well as incredibly smooth gameplay.,182 mm,7.20" x 2.80",Dual Slot,Accessories:1 x CD1 x Quick Guide,September 06  2018,None,1 x DVI-D,None,Low Profile,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
319.99,EVGA,None,06G-P4-2068-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,1755 MHz,1920,14000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,None,500-Watt or greater power supplyPCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot,One available 8-pin PCIe power dongle,2.2,None,202 mm,7.96" x 4.38",Dual Slot,None,January 10  2020,Windows 10 64-bit  Windows 7 64-bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
299.99,EVGA,None,06G-P4-2066-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,None,1680 MHz,1920,14000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,None,500-Watt or greater power supplyPCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot,One available 8-pin PCIe power dongle,2.2,None,202 mm,7.96" x 4.38",Dual Slot,None,January 10  2020,Windows 10 64-bit  Windows 7 64-bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
499.99,GIGABYTE,None,GV-N207SWF3OC-8GD,PCI Express 3.0 x16,NVIDIA,None,GeForce RTX 2070 SUPER,1785 MHz,None,2560,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,2-way NVIDIA NVLINK,Yes,WINDFORCE 3X,None,System PSU Limitation: 650W,1 x 8-Pin  1 x 6-Pin,None,Powered by GeForce RTX 2070 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansExtreme Durability and OverclockingProtection Metal Back Plate,286 mm,11.26" x 4.49",2.5 slot,Accessories:Quick guideDriver CD,August 28  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
399.99,GIGABYTE,None,GV-N2070WF2-8GD Rev 3.0,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,1620 MHz,None,2304,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 2X,None,Recommended PSU: 550W,8-Pin,None,Powered by GeForce RTX 2070Integrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection Back Plate,265 mm,10.43" x 4.75",Dual Slot,Accessories: Quick guide Driver CD,November 07  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
169.99,EVGA,None,04G-P4-1357-KR,PCI Express 3.0,NVIDIA,None,GeForce GTX 1650 SUPER,None,1755 MHz,1280,12000 MHz,4GB,128-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Double Fans,100W,350W or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,6-Pin,2.2,NVIDIA AnselAll-Metal Backplate  Pre-InstalledNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1,202 mm,7.96" x 4.38",Dual Slot,None,November 22  2019,Windows 10 (64-bit)  Windows 7 (64-bit),1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1099.99,EVGA,None,11G-P4-2281-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,None,1545 MHz,4352,14000 MHz,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,SLI Ready,Yes,Dual Hydro Dynamic Bearing Fans,250W,650W or greater power supplyPCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot,Two available 8-pin or 6+2-pin PCIe power connectors,2.2,Real-Time Ray TracingBuilt for EVGA Precision X1Adjustable RGB LEDDual Hydro Dynamic Bearing FansNVIDIA GeForce ExperienceNVIDIA AnselNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API  Vulkan API  OpenGL 4.5NVIDIA GPU BoostDesigned for USB Type-C and VirtualLink,269 mm,10.60" x 4.50",Dual Slot,None,January 17  2019,Windows 10 64-bit  Windows 8.1 64-bit  Windows 7 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
399.99,GIGABYTE,None,GV-N206SGAMING OC-8GD,PCI Express 3.0 x16,NVIDIA,None,GeForce RTX 2060 SUPER,1710 MHz,None,2176,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 3X,None,Recommended PSU: 550W,8-Pin,None,Powered by GeForce RTX 2060 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 3X Cooling System with alternate spinning fansRGB Fusion 2.0 - synchronize with other AORUS devicesMetal Back Plate,280 mm,11.04" x 4.58",Dual Slot,Accessories:Quick guideDriver CD,November 13  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
269.99,GIGABYTE,None,GV-N166TOC-6GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1660 Ti,1800 MHz,None,1536,12000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,DisplayPort 1.4: 4096 x 2160 @ 60 HzHDMI 2.0b: 7680 x 4320 @ 60 Hz,No,Yes,Double Fans,120W,Recommended PSU: 450W,8-Pin,None,Powered by GeForce GTX 1660 TiIntegrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,226 mm,8.88" x 4.80",Dual Slot,Accessories:Quick guideDriver CD,February 22  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
329.99,GIGABYTE,None,GV-N2060OC-6GD ver 2.0,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2060,1755 MHz,None,1920,14000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 2X,160W,System PSU Limitation (W): 500,8-Pin,None,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans90mm unique blade fansProtection back plate,226 mm,8.88" x 4.80",Dual Slot,Accessories:Quick guideDriver CD,January 04  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
499.99,ZOTAC,None,ZT-T20710E-10M,PCI Express 3.0,NVIDIA,None,GeForce RTX 2070 SUPER,None,1770 MHz,2560,14 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,DisplayPort 1.4: up to 7680 x 4320 @ 60 HzHDMI 2.0: up to 3840 x 2160 @ 60 Hz,NVLink (SLI-Ready),None,Double Fans,215W,Recommended Power Supply: 650W,8+6-pin,Yes,GDDR6 memoryIceStorm 2.0 CoolingWraparound Metal BackplateWhite LED LightingOC Scanner,210 mm,8.30" x 4.96",Dual Slot,ZOTAC GAMING GeForce RTX 2070 SUPER MINI graphics cardUser ManualDual 6-pin to 8-pin cableDual 4-pin to 6-pin cable,October 02  2019,Windows 10 / 7 64-bit  Linux 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
